"","created_at","username","profile_image_url","protected","verified","id","name","public_metrics.followers_count","public_metrics.following_count","public_metrics.tweet_count","public_metrics.listed_count","description","entities","location","url","pinned_tweet_id"
"374","2014-02-02T12:59:45.000Z","zbigcalk","https://pbs.twimg.com/profile_images/728701931410075648/EZ6f2cBm_normal.jpg",FALSE,FALSE,"2323749181","Zbyszek Calkiewicz",    1117,     732,   63466,       3,"Prawdziwy akt odkrycia nie polega na odnajdywaniu nowych lądów, lecz na patrzeniu na stare w nowy sposób... 
Marcel Proust (1871-1922)",NA,NA,NA,NA
"375","2017-02-27T23:12:48.000Z","Dorota_2017","https://pbs.twimg.com/profile_images/1427156897736577025/E6oWuYFR_normal.jpg",FALSE,FALSE,"836353418872635392","Dorota.C#FBPE#DrużynaTuska#SilniRazem#SnaW🇪🇺🇺🇦",    8368,    7998,  230400,      41,"The planet does not need more successful people.
The planet desperately needs more peacemakers, healers, restorers,(...) and lovers of all kinds. Dalai Lama",NA,NA,NA,"1627080402455400452"
"376","2022-02-27T09:33:03.000Z","JakubCybulski16","https://pbs.twimg.com/profile_images/1576508570702675971/cIgch_Fu_normal.jpg",FALSE,FALSE,"1497866099907600389","Jakub Jeżyk",    3039,    3058,   45602,       6,"",NA,"Polska",NA,"1562827501147082752"
"377","2017-11-03T08:59:48.000Z","Eki_bez_Eki","https://pbs.twimg.com/profile_images/940668100973944836/H1hDS4dS_normal.png",FALSE,FALSE,"926373334027259904","Eki #ChcePrezydenta #sprzatanienarodowe",    2411,    2160,  243832,       7,"Ja tylko patrzę, słucham, czasem komentuję
Generalna zasada: NIE RYZYKUJ - ZWERYFIKUJ",NA,NA,NA,"1551892865009188865"
"378","2014-09-12T05:55:06.000Z","zibio60","https://pbs.twimg.com/profile_images/1282756179844898817/bCmQ4Fr5_normal.jpg",FALSE,FALSE,"2805006140","Zibio60 # SilniRazem🇪🇺🇵🇱🏳️‍🌈🇺🇦⚡",    3802,    3372,   62621,       1,"",NA,"Szczecin, Polska",NA,NA
"379","2012-10-25T05:51:30.000Z","romanaprusik","https://pbs.twimg.com/profile_images/1284889077473595395/5JfXhcAr_normal.jpg",FALSE,FALSE,"903294842","romana prusik#SilniRazem",    2478,    2201,   82841,       5,"""Nie ma takich bredni,w które ludzie nie byli by w stanie uwierzyć,,St,Lem #SilniRazem",NA,NA,NA,NA
"380","2018-06-21T16:37:36.000Z","Anna33034247","https://pbs.twimg.com/profile_images/1642452634991820801/Sf80DWN-_normal.jpg",FALSE,FALSE,"1009837750537936898","Anna ✌️🇵🇱",    2595,    4016,   53876,       1,"Matka Polka Tęczowa. Nie dla pisu.
Nie pisuję na DM.",NA,NA,NA,NA
"381","2022-03-01T14:55:49.000Z","RenataChmielew3","https://pbs.twimg.com/profile_images/1498673367167258628/dlWMABYr_normal.png",FALSE,FALSE,"1498672678349295626","Renata Chmielewska",     208,     612,   33845,       0,"Pragmatyzm",NA,NA,NA,NA
"382","2013-12-31T22:23:05.000Z","IreneuszSiwiec","https://pbs.twimg.com/profile_images/418147218483212289/pmiYjILv_normal.jpeg",FALSE,FALSE,"2270894515","Ireneusz Siwiec",    4192,    4996,  129217,      24,"Emeryt, zainteresowany wszystkim co jest ważne i ciekawe.",NA,NA,NA,NA
"383","2016-12-20T17:30:43.000Z","WojewodkaMarcin","https://pbs.twimg.com/profile_images/1475962861482647555/YvQ5obKs_normal.jpg",FALSE,TRUE,"811262566471176192","Marcin Wojewodka",    5318,    4413,   10286,      14,"radca prawny, dr n.ekonomicznych, prawo pracy, ZUS, OFE, PPE, PPK, ekspert w Instytut Emerytalny, v-prezes ZUS 2016/2017, doradca Zarządu Pracodawcy RP",NA,"Warszawa, Polska","https://t.co/CDROpda891","1658911902175567902"
"384","2019-01-04T15:20:21.000Z","CamaroJaro","https://pbs.twimg.com/profile_images/1262973424240136192/-GraDQu9_normal.jpg",FALSE,TRUE,"1081208719805988864","Bicz Boży Jaro Camaro#SilniRazem",   15533,    1850,  101520,      35,"Gorszy sort🇦🇹🇪🇺🇵🇱♿ - za stary żeby się dać robić w trąbę, za młody żeby mieć wszystko w dupie. Chociaż czas płynie nieubłaganie. Faszyści mają bana .",NA,"Wiedeń",NA,NA
"385","2018-03-09T05:10:19.000Z","JoannaCarramba","https://pbs.twimg.com/profile_images/1594970773248253952/aYwcn8G1_normal.jpg",FALSE,FALSE,"971976453192540161","Joanna- Belfast #❤️❤️❤️❤️❤️ ❤️❤️❤️🇬🇧🇵🇱.",    2437,    3932,  124376,       2,".Żyję jak chcę, myślę co chcę. PiS to mafia.
Emigracja 👇
JOANNACARRAMBA@101010.pl",NA,"Belfast, Northern Ireland",NA,NA
"386","2017-08-23T10:03:35.000Z","Katowice_STAT","https://pbs.twimg.com/profile_images/1460128575235969030/RJW2mRmj_normal.jpg",FALSE,FALSE,"900297459406077952","Urząd Statystyczny",     765,     171,    2079,       4,"Urząd Statystyczny w Katowicach zapewnia rzetelne, obiektywne i systematyczne informacje o sytuacji społeczno-gospodarczej województwa śląskiego.",NA,"Katowice, Polska","https://t.co/Z5CXEpIzEH",NA
"387","2016-07-02T11:10:45.000Z","Mir_Kaczynski","https://pbs.twimg.com/profile_images/918561044599013381/8kb4VM8c_normal.jpg",FALSE,FALSE,"749198618821791744","Mirosław Kaczyński",    2296,    1993,  221335,       1,"Europejczyk polskiego pochodzenia, ateista. Nauka, nie nauczanie. Popieram wszystkie mniejszości.
#PoZwycięstwo",NA,NA,NA,"1326642067196538880"
"388","2022-01-03T11:21:30.000Z","wlkpolanka","https://pbs.twimg.com/profile_images/1656259315399794688/k0Ij_x9Z_normal.jpg",FALSE,FALSE,"1477963177824509953","Mila",    3111,    2894,   15149,      10,"Historia,  książki,  fotografia

   PIS = ZŁO

Chamstwo banuje",NA,NA,NA,"1648167462125330435"
"389","2017-05-13T20:02:14.000Z","CiechanowiczD","https://pbs.twimg.com/profile_images/883227230763192321/bDs8SnIl_normal.jpg",FALSE,FALSE,"863484550730698753","Daniel Ciechanowicz 🇵🇱 🇺🇦🇪🇺",    2857,    3463,   70253,       4,"",NA,"Pomorskie, Polska",NA,"1659928461375422464"
"390","2018-03-26T18:00:17.000Z","EGramse","https://pbs.twimg.com/profile_images/1288581359544479746/MnBJCLW0_normal.jpg",FALSE,FALSE,"978330812981669889","kobieta Elżbieta #TerazBędzieLepszaZmiana",    2142,    1593,  118432,      10,"Rozsądek,poczucie humoru,spory dystans do siebie, ogromna miłość do zwierząt i do dobrych ludzi;)
@PolsceWilk",NA,"Gniezno, Polska",NA,"1255500856230805509"
"391","2016-03-20T10:27:43.000Z","Antonina_Ow","https://pbs.twimg.com/profile_images/1532104008558596099/qcxNOIjI_normal.jpg",FALSE,FALSE,"711499455074312192","Antonina Owczarek",    4845,    3788,   69295,      11,"Zwierzolub, kotolub 🐈❤
Każdy inny, wszyscy równi. Ludzi dzielę na dobrych albo złych, przyzwoitych albo nie. 
Czasem sarkastycznie i ironicznie 😉",NA,"Poznań, Polska",NA,"1066043086218895360"
"392","2015-03-19T20:38:06.000Z","slperczak","https://pbs.twimg.com/profile_images/1542950975199125506/0H_KC6Pj_normal.jpg",FALSE,FALSE,"3097583283","Sławomir",    3211,    3206,   60846,       2,"„Takiej tępoty, połączonej z niekompetencją, bezinteresownym szkodnictwem lub zawiścią, zakłamaniem i zwykłym łajdactwem dawno nie widziałem”
Dworczyk o PIS",NA,NA,NA,"1654609450257268737"
"393","2018-09-26T12:53:34.000Z","hanna_na_eu","https://pbs.twimg.com/profile_images/1069302808510369792/C7Y_te8V_normal.jpg",FALSE,FALSE,"1044932992337088514","Hanna",     865,    1020,   58003,       1,"Nieposłuszeństwo jest fundamentem wolności. Posłuszni muszą być niewolnikami.
~ Henry David Thoreau",NA,NA,NA,NA
"394","2022-12-22T12:59:36.000Z","ProfSwiezak_","https://pbs.twimg.com/profile_images/1640679437199917056/r7syrnPb_normal.jpg",FALSE,FALSE,"1605910751763484675","Ś🆆🅸🅴ż🅰🅺🇪🇺💎",    1405,    1315,    2655,       0,"Konto nr 3, dziękuje za pomoc w odbudowie.🥂😊 Jestem jaki jestem, ale zawsze i wszędzie PiS ****** będzie🥳",NA,"Polska",NA,"1610928789424316419"
"395","2015-05-20T15:09:46.000Z","LenaBe13","https://pbs.twimg.com/profile_images/1549877673370992641/sqK4layk_normal.jpg",FALSE,FALSE,"3291446723","Lena Be 🇵🇱 🇪🇺 🇺🇦",     770,    1352,   22265,       0,"Nie bądź obojętny.   Nie krzywdź.  🐕‍🦺🐈                                       'evil triumphs when good men do nothing' 💙💛",NA,"Polska",NA,NA
"396","2017-09-02T13:18:02.000Z","JuliusWitold","https://pbs.twimg.com/profile_images/1532122138152427521/-HYMqQne_normal.jpg",FALSE,FALSE,"903970270557417472","Juliusz Witold⚡🇵🇱 #SilniRazem #SnaW#DrużynaTuska",    2903,    2244,   49856,       6,"Każdy może wpaść pogadać o wszystkim i o niczym. Demokrata, miłośnik zwierząt, jazzu, bluesa i dobrego popu. Urzeka mnie piękna architektura i sztuka",NA,"South West London ",NA,"1657818645450436611"
"397","2016-10-17T16:42:39.000Z","chriswarenglish","https://pbs.twimg.com/profile_images/1640401588278771723/n6yJnKGi_normal.jpg",FALSE,FALSE,"788057648361041926","Chris War",      77,     326,   43914,       0,"",NA,NA,NA,NA
"398","2021-08-11T18:08:45.000Z","Robert27237593","https://pbs.twimg.com/profile_images/1600588668959342592/Nhb-xdPO_normal.jpg",FALSE,FALSE,"1425519534425903107","Robert",    3591,    2380,   37912,       5,"Nie dyskutuję z debilami.
Bany rozdaję hojnie jak PiS posady w SSP.",NA,"Polska",NA,NA
"399","2018-12-07T18:24:56.000Z","tw_wolfgang","https://pbs.twimg.com/profile_images/1662681176698388482/MjUQ8VeW_normal.jpg",FALSE,FALSE,"1071108313109151745","TW Wolfgang 🇪🇺🇺🇦🇵🇱🌈",   17175,    3394,   84895,      61,"Jesteśmy w głębokiej dupie i trzeba się w niej  jakoś urządzić. ××××× ××× Konfederację oraz czarną zaraze. Antyklerykał, ateista. Pis off.",NA,NA,NA,NA
"400","2011-07-23T12:29:34.000Z","WalSzat","https://pbs.twimg.com/profile_images/1116604100823511046/ZuMnmLvo_normal.png",FALSE,FALSE,"340874174","walszat",    1907,    1917,  177700,       1,"Kłamstwo,które tkwi w wyparciu i woli niewidzenia rzeczywistości,pustoszy i zżera od wewnątrz jednostki i całe narody.",NA,"Wrocław",NA,NA
"401","2013-09-24T19:19:25.000Z","ROBERT_FOXER","https://pbs.twimg.com/profile_images/1494761924923469824/JYkA1ppT_normal.jpg",FALSE,FALSE,"1901459076","Robert Foxer",    4376,    4177,   13860,      10,"Propagator Świadomego Społeczeństwa Obywatelskiego. 
Obserwator zjawisk społeczno-politycznych. 
Radio i muzyka to moja pasja. @RADIO_REBELIANT",NA,"Polska",NA,NA
"402","2020-10-25T16:26:04.000Z","Morgenstern616","https://pbs.twimg.com/profile_images/1638813573466976260/eoYnKjUJ_normal.jpg",FALSE,FALSE,"1320401197321359360","𝕸𝖔𝖗𝖌𝖊𝖓𝖘𝖙𝖊𝖗𝖓 ",    6964,    7390,   23743,      42,"D E P I S Y Z A C J A || media, ngo, UE, business intelligence || Porzućcie wszelką nadzieję, którzy tu wchodzicie 🟦 | ◼️🟧@OrgiaAfer",NA,"Warszawa, Polska","https://t.co/TPG9InQzVC","1662546338041528323"
"403","2021-11-19T18:12:31.000Z","MonikaAndrzejc5","https://pbs.twimg.com/profile_images/1654465913872084992/1Ontg-ie_normal.jpg",FALSE,FALSE,"1461759164523462667","Monika Andrzejczyk",    2194,    1214,   29979,      32,"Zwykła obywatelka, która komentuje otaczającą rzeczywistość 🇵🇱🇪🇺🇺🇦
Wolność kocham i rozumiem wolności oddać nie umiem ✌️✌️✌️",NA,NA,NA,"1638978291502575638"
"404","2018-02-05T02:21:43.000Z","Krzyszt55768738","https://pbs.twimg.com/profile_images/1197665175228342273/0oYF2Wkc_normal.jpg",FALSE,FALSE,"960337610047741952","Krzysztof Sikora 🇵🇱✝️🇾🇪🇵🇸",     115,      96,   15027,       2,"Patriota z serca,któremu serce krwawi gdy widzi niegodziwości skierowane w mój Naród ,w moją Polskę ukochaną przez Bogurodzicę umiłowaną.",NA,NA,NA,"1174829166837063683"
"405","2012-04-02T08:35:29.000Z","magorzataPopow","https://pbs.twimg.com/profile_images/665604214609997824/pYhMkBt0_normal.jpg",FALSE,FALSE,"543234550","Małgorzata Popow",    1275,    1253,   82569,      13,"PhD. historyk, latynoamerykanistka, specjalista ds. informacji naukowej",NA,NA,NA,NA
"406","2009-05-26T13:46:48.000Z","rafalhubert","https://pbs.twimg.com/profile_images/1500807598630739970/tTVd8DeT_normal.jpg",FALSE,FALSE,"42626710","Rafał Otoka Frąckiewicz",   44499,    1530,   94907,     181,"Publicysta Lewicowy. Co dzień bliżej nieba 🇵🇱🇻🇦🇮🇱🇪🇺🏳️‍🌈🏴‍☠️",NA,"poland","https://t.co/X7tudmht75","1505105932249964544"
"407","2009-07-17T12:10:07.000Z","PremierRP","https://pbs.twimg.com/profile_images/1581918132641435648/-QbZQid0_normal.jpg",FALSE,TRUE,"57626153","Kancelaria Premiera",  727123,     706,   61836,    1225,"Oficjalny profil Kancelarii Prezesa Rady Ministrów. 🇬🇧 English: @PremierRP_en 📰 Komunikaty CIR: @KPRM_CIR",NA,"Warsaw","https://t.co/SmDIsWxQtI","1658125585497899010"
"408","2022-02-26T21:39:22.000Z","zbigo1962","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1497687546503049221","Zbigo1962",     107,     297,    5451,       6,"The Internet is the best thing that has happened to mankind since the creation of Woman.",NA,"Toronto, Ontario",NA,NA
"409","2020-07-06T09:50:14.000Z","Aldowiwi1","https://pbs.twimg.com/profile_images/1286963239964860417/mSF1rxiZ_normal.jpg",FALSE,FALSE,"1280076489006952450","Aldowiwi",    5413,    5136,   30365,      23,"Co mnie nie zabije, to mnie wzmocni!",NA,NA,NA,NA
"410","2022-10-15T18:50:58.000Z","MartynaSimp07","https://pbs.twimg.com/profile_images/1658842638756216833/J49bCLFd_normal.jpg",FALSE,FALSE,"1581356891338309638","Justyna Alicja",      79,      60,    4540,       0,"",NA,NA,NA,NA
"411","2013-10-27T06:16:40.000Z","iron_man_ww","https://pbs.twimg.com/profile_images/1602641383227006982/s6GRJgs7_normal.jpg",FALSE,FALSE,"2158215908","iron_man_ww",     109,      50,   18156,       1,"cały sejm won",NA,"Polska",NA,NA
"412","2022-01-21T18:35:22.000Z","PaKaPolska","https://pbs.twimg.com/profile_images/1498618837360644096/U668wOBF_normal.jpg",FALSE,FALSE,"1484595451907252227","Pa Ka",      18,     149,     267,       0,"",NA,NA,NA,NA
"413","2020-06-24T19:19:58.000Z","genowefa265","https://pbs.twimg.com/profile_images/1283776448793399297/dNPWfMzB_normal.jpg",FALSE,FALSE,"1275871270052212738","genowefa",     422,     853,    1825,       0,"coraz mniej prawa, ale nigdy nie lewa

#pasożyt, jem mięso i nie żądam równouprawnienia kobiet, nie oglądam tv, nie znoszę tęczowych hipokrytów",NA,"Polska",NA,NA
"414","2020-01-16T18:19:39.000Z","Omd28610956","https://pbs.twimg.com/profile_images/1479528240922386441/dqzvCh5Q_normal.jpg",FALSE,FALSE,"1217873865168343042","Omd",     330,     367,   14114,       3,"sługa robi i myśli co mu każą, jestem Polakiem, robię co chcę i myślę o czym chcę.",NA,NA,NA,NA
"415","2019-02-06T19:54:36.000Z","apoloniusz_ek","https://pbs.twimg.com/profile_images/1637568497981988868/EB7YsxkW_normal.jpg",FALSE,FALSE,"1093236535837843456","Apoloniusz Marszałek",     504,     288,   58086,       7,"🇵🇱 ""Bodajbyście wisieli na haku, złodzieje, Żeście, w wieczne swój naród podając pośmiechy, Powyrzucali z kronik i Wendy i Lachy....""
 A.S. Naruszewicz",NA,"Polska i tylko Polska. ",NA,"1638890143842029577"
"416","2015-08-08T09:12:04.000Z","Alex140507","https://pbs.twimg.com/profile_images/993451906788986885/ylN3YbYO_normal.jpg",FALSE,FALSE,"3408331959","Alex Brown",      57,     102,   11243,       9,"",NA,NA,NA,NA
"417","2022-01-06T17:31:42.000Z","Ulaa900","https://pbs.twimg.com/profile_images/1480191381662482432/JgZgrQIN_normal.jpg",FALSE,FALSE,"1479143281137176586","Ulaa90",     755,    1194,    7206,       2,"Wrocilam na Twittera, bo za dużo się dzieje",NA,"Warszawa ",NA,NA
"418","2020-06-21T19:20:01.000Z","pioringovpl","https://pbs.twimg.com/profile_images/1274784717137723397/UiNf-uai_normal.jpg",FALSE,FALSE,"1274784057763811328","PIORIN",     562,     150,     825,       4,"Państwowa Inspekcja Ochrony Roślin i Nasiennictwa",NA,"Warszawa","https://t.co/S596aVkLHc",NA
"419","2018-05-17T18:12:44.000Z","Adam197512","https://pbs.twimg.com/profile_images/1549669821029163008/nvRi4A9c_normal.jpg",FALSE,FALSE,"997178114680770560","Adam 197512",     322,     422,   39270,       1,"",NA,"Kujawsko-Pomorskie, Polska",NA,NA
"420","2018-02-05T00:08:30.000Z","JanekLassak","https://pbs.twimg.com/profile_images/1513259209399414793/yADwmiqn_normal.jpg",FALSE,FALSE,"960304087320457216","Janek",     333,     358,   60661,       2,"",NA,"Ontario, Canada",NA,NA
"421","2012-12-25T20:15:24.000Z","Archer_Post","https://pbs.twimg.com/profile_images/1644692731833319427/BABPUwJF_normal.jpg",FALSE,FALSE,"1035540649","Archer",     632,    1240,   31373,      22,"",NA,NA,NA,"1361457857145810945"
"422","2018-03-21T20:08:47.000Z","kpawel81","https://pbs.twimg.com/profile_images/1568871958581846017/e2bPQOun_normal.jpg",FALSE,FALSE,"976551214337986560","Paweł Kukla",    1893,    2047,   85995,      18,"Polski Interes Narodowy🇵🇱 Polecam https://t.co/sZIctJ8lon… https://t.co/MfES8k8ShN…  kamracikrakow@gmail.com https://t.co/4yNeN6nWut…",NA," Krakow, Polska","https://t.co/91YCJZCFzB","1659875171627401216"
"423","2012-01-22T11:55:35.000Z","robertxd_robert","https://pbs.twimg.com/profile_images/1658393021153411074/n9MLtxjB_normal.jpg",FALSE,FALSE,"471012620","Robert🇵🇱🇵🇱",     503,     923,   17470,       0,"",NA,"Dolnośląskie, Polska",NA,NA
"424","2020-09-05T19:42:55.000Z","freetobe0000","https://pbs.twimg.com/profile_images/1502018946710573063/wvHc9_DK_normal.jpg",FALSE,FALSE,"1302331352143081472","Ann 🇵🇱",    1216,    2053,   38186,       4,"",NA,"Polska 🇵🇱",NA,NA
"425","2016-10-28T19:27:14.000Z","Urszula_prze","https://pbs.twimg.com/profile_images/792088354389102593/cmuJg7mV_normal.jpg",FALSE,FALSE,"792085331852062721","Urszula",     181,     245,   44106,       1,"🦉🍀🇵🇱",NA,"Jestem Polką więc mam obowiązki Polskie",NA,NA
"426","2022-01-28T08:53:47.000Z","AgaProrok","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1486985751610941442","Aga",      17,      47,     770,       0,"",NA,NA,NA,NA
"427","2020-12-01T18:43:53.000Z","nemi21797348","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1333844187469524997","nemi",     220,     314,   42521,       2,"Prawda nie boli prawda jest piękna.",NA,NA,NA,NA
"428","2021-03-25T06:59:01.000Z","DownunderTom","https://pbs.twimg.com/profile_images/1477468675074506752/NJISoGo5_normal.jpg",FALSE,FALSE,"1374979036137447428","Tom",     233,     218,   15947,      17,"",NA,NA,NA,NA
"429","2016-01-09T13:36:49.000Z","przemciunio","https://pbs.twimg.com/profile_images/1556727860504698886/iV7O2HPB_normal.jpg",FALSE,FALSE,"4754715027","Przemek Bremek",     109,     358,   10281,       0,"",NA,NA,NA,NA
"430","2020-07-15T05:29:30.000Z","Robo73476232","https://pbs.twimg.com/profile_images/1386966928825229313/0mhTGzBZ_normal.jpg",FALSE,FALSE,"1283272414344945664","Robert z....🇵🇱",     296,     150,   26366,       3,"",NA,NA,NA,NA
"431","2019-02-18T07:39:48.000Z","Roman78631269","https://pbs.twimg.com/profile_images/1451605868286521353/btlSD9PJ_normal.jpg",FALSE,FALSE,"1097400273427943424","Roman",     614,     798,   23390,      13,"Bez Boga ani do proga!",NA,NA,NA,NA
"432","2021-12-13T15:59:07.000Z","Beata78516485","https://pbs.twimg.com/profile_images/1547215178256744450/J8s4lg1R_normal.jpg",FALSE,FALSE,"1470422926704971777","Beata",       3,      76,    1682,       0,"",NA,"Mazowieckie, Polska",NA,NA
"433","2010-05-10T07:06:22.000Z","frshman","https://pbs.twimg.com/profile_images/1439548833457913857/GLF5OWpC_normal.jpg",FALSE,FALSE,"142198887","jpxd",      76,     312,    6067,       1,"",NA,NA,NA,NA
"434","2017-11-12T14:15:15.000Z","enboza","https://pbs.twimg.com/profile_images/1042671152047505408/WxiCCYnz_normal.jpg",FALSE,FALSE,"929714209591627779","Bzs",     179,      64,   12878,       0,"#CzytamBiblię",NA,"Kraków, Polska",NA,NA
"435","2022-01-16T14:22:16.000Z","AnnaRad17","https://pbs.twimg.com/profile_images/1614963276932124673/dXF4ZAMS_normal.jpg",FALSE,FALSE,"1482719657123627013","Anna Radochońska🇵🇱🇵🇱🇵🇱🤝🇵🇱🇵🇱🇵🇱🇵🇱",     527,     516,   21337,       3,"Podaję dalej i polubiam tlity,które uważam za mądre, stosowne i prawdziwe. Mam też swoje zdanie.Polka. Kobieta.Polka w Polsce 🇵🇱🤝🇵🇱 Dbajmy o nasz kraj🇵🇱",NA,NA,NA,"1616469081401565185"
"436","2012-01-20T23:17:18.000Z","Dorota_Kowalska","https://pbs.twimg.com/profile_images/1787361139/30277_124248497611401_100000787533440_113468_4265705_n_normal.jpg",FALSE,FALSE,"469752199","DK",     191,     251,    7562,       0,"",NA,"Polska",NA,NA
"437","2019-08-12T11:36:02.000Z","PolskaPonad","https://pbs.twimg.com/profile_images/1359553090668609545/48QrA-LT_normal.jpg",FALSE,FALSE,"1160877601214345216","Ragnarök #nieSzczepimySię#globaliściWON",     722,     726,   67951,      45,"#PolskaPonadWszystko
#fałszywaPandemia
LGBT = Komunizm
Partie polityczne to bandy oszustów i złodziei.

#StopSegregacjiSanitarnej
#orkiZkrainyUwioNaStepy",NA,"SŁAWA WiEPRZOWINIE",NA,NA
"438","2020-10-06T20:47:38.000Z","SawaJacek","https://pbs.twimg.com/profile_images/1380548801044361222/lCDbBxoT_normal.jpg",FALSE,FALSE,"1313581615713574913","FratelloDiTuttiFratelli",     520,    1032,   29098,       1,"Jeśli marzysz o małej czarnej o poranku w Dolomitach, to jesteśmy z jednej gliny. Fratello mio ☕",NA,NA,NA,NA
"439","2015-06-18T16:18:28.000Z","dobieslav","https://pbs.twimg.com/profile_images/1136709988834054144/VPKRkMif_normal.png",FALSE,FALSE,"3332912681","kikiriki",     917,    2769,   58627,      12,"",NA,NA,NA,"968465792240160768"
"440","2016-02-05T22:05:35.000Z","Gniewkowny","https://pbs.twimg.com/profile_images/1417163909455355909/N7Lmdt6K_normal.jpg",FALSE,FALSE,"4878996111","Tylko prawda jest interesująca",     986,    1779,   39109,       3,"#StopAmerykanizacjiPolski

Gdy inni ślepo podążają za prawdą, Ty pamiętaj... Nic nie jest prawdą.",NA,"internety",NA,"1621119708216049665"
"441","2011-11-18T08:43:38.000Z","MKrogulski","https://pbs.twimg.com/profile_images/1506911711294595074/R4ijf-TJ_normal.jpg",FALSE,FALSE,"415398462","MaKarogie",     587,     128,    3299,       3,"Polak-katolik, narodowiec, obrońca własnych przekonań.",NA,"Polska",NA,NA
"442","2022-11-04T13:00:25.000Z","Pati00000000000","https://pbs.twimg.com/profile_images/1632107616041066496/3uhluDW5_normal.jpg",FALSE,FALSE,"1588516385759576065","Patiz",      29,      77,    1423,       1,"",NA,NA,NA,NA
"443","2021-03-31T10:22:43.000Z","Noc16422214","https://pbs.twimg.com/profile_images/1510999322749456391/30FDaXH2_normal.jpg",FALSE,FALSE,"1377204329547976706","🇵🇱 Stokrotka 🇵🇱",     148,     221,    8924,       0,"",NA,NA,NA,"1618727137288265734"
"444","2016-04-18T21:27:14.000Z","p_magni","https://pbs.twimg.com/profile_images/874034284352471041/ZbPO-ex-_normal.jpg",FALSE,FALSE,"722174672192806912","Petri magni",     155,     124,   30655,       0,"Każdego polityka rozliczam tylko wg jednego klucza: czy działa w moim polskim interesie, czy wspiera polską gospodarkę, czy wspiera normalną rodzinę. Tyle.",NA,"Warszawa, Polska","https://t.co/GHIQSny5QO","1560813359397834758"
"445","2022-03-02T18:13:37.000Z","xenosstinkriti2","https://pbs.twimg.com/profile_images/1643328472675229697/B55z1r7J_normal.jpg",FALSE,FALSE,"1499085454473322496","Sebastian Kowalski2🐭💥💥💥TruthNews 🇵🇱🇬🇷",    2282,    1508,   44749,       7,"#CzasUciekaKretaCzeka

A gdyby tak rzucic wszystko i wyjechac na Krete?

Nie lekaj sie. Starach to nowa szczepionka. Strach zabija.",NA,"Polonia/Crete",NA,"1663040618879238145"
"446","2022-02-01T13:12:22.000Z","HempMarzena","https://pbs.twimg.com/profile_images/1488500474546372610/g9mUDord_normal.png",FALSE,FALSE,"1488500222493929472","MariaM",      77,     164,   12561,       0,"",NA,NA,NA,NA
"447","2015-12-26T13:23:58.000Z","DorotaGawor","https://pbs.twimg.com/profile_images/1623634545097449472/ahul2Iju_normal.jpg",FALSE,FALSE,"4611038139","DG",    1571,    2440,  178286,      23,"Patriotyzm to wspieranie swojego kraju cały czas, a rządu gdy na to zasługuje https://t.co/LlJFsPxF2q… 🇵🇱🇵🇱🇵🇱",NA,NA,NA,"1095079446384648192"
"448","2017-12-15T18:40:12.000Z","eva51667827","https://pbs.twimg.com/profile_images/966394375487021057/BMTtJyBe_normal.jpg",FALSE,FALSE,"941739686619484160","eva 🇵🇱 💯",    1164,    1114,   43688,       0,"",NA,"Warszawa, Polska",NA,NA
"449","2009-07-26T22:53:21.000Z","mareksy","https://pbs.twimg.com/profile_images/1647657699599867906/d0gb9btK_normal.jpg",FALSE,FALSE,"60418003","mareksy",     644,     189,   80230,       3,"Słowa, których nigdy nie użyjesz w stosunku do matki, i obrazki, których nigdy by ci nie pokazała.",NA,"Kraków Warszawa","https://t.co/fwcAdMFdXh","966397429418307584"
"450","2020-02-16T15:31:59.000Z","Dominik38610959","https://pbs.twimg.com/profile_images/1526602831117131776/UHOXr4Lg_normal.jpg",FALSE,FALSE,"1229065813883269133","Dom",      46,      54,    2501,       1,"„Światu grożą trzy plagi, trzy zarazy. Pierwsza – to plaga nacjonalizmu. Druga – to plaga rasizmu. Trzecia – to plaga religijnego fundamentalizmu.""",NA,NA,NA,NA
"451","2022-02-28T19:02:08.000Z","KsyckaW","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1498372871009320965","Waleria Ksycka",      18,      34,    1814,       2,"",NA,NA,NA,NA
"452","2013-11-19T18:28:15.000Z","mwjuszczyk","https://pbs.twimg.com/profile_images/378800000766779805/10d2a497aec018cea112a2a29f29bfdd_normal.jpeg",FALSE,FALSE,"2203552591","Mieczysław Juszczyk",     285,     198,   38376,       1,"",NA,NA,NA,NA
"453","2014-03-20T21:08:07.000Z","256ramBUSIK","https://pbs.twimg.com/profile_images/1644758223751184390/1kYg6_yB_normal.jpg",FALSE,FALSE,"2400450198","Никола Тесла",     438,     529,   12010,       4,"",NA,NA,NA,NA
"454","2022-01-26T20:03:18.000Z","Krzychu159","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"1486429457766363138","Krzysztof",     156,     587,    9850,       0,"",NA,NA,NA,NA
